epoch,train_loss,val_auc,smooth_auc,lr_backbone,lr_head
0,1.219459,0.687500,0.687500,0.00e+00,1.00e-03
1,1.321973,0.687500,0.687500,0.00e+00,1.00e-03
2,1.379087,0.687500,0.687500,0.00e+00,1.00e-03
3,1.453870,0.687500,0.687500,0.00e+00,1.00e-03
4,1.476164,0.687500,0.687500,0.00e+00,1.00e-03
5,1.146995,0.541667,0.658333,1.00e-05,5.00e-04
6,1.053356,0.541667,0.635000,1.00e-05,5.00e-04
7,0.999758,0.541667,0.616333,1.00e-05,5.00e-04
8,0.978108,0.541667,0.601400,5.00e-06,2.50e-04
9,0.887991,0.541667,0.589453,5.00e-06,2.50e-04
10,0.855551,0.746212,0.620805,5.00e-06,2.50e-04
11,0.834247,0.746212,0.645886,5.00e-06,2.50e-04
12,0.819653,0.746212,0.665952,5.00e-06,2.50e-04
13,0.819852,0.746212,0.682004,5.00e-06,2.50e-04
14,0.808895,0.746212,0.694845,5.00e-06,2.50e-04
15,0.823606,0.700758,0.696028,3.00e-05,3.00e-04
16,0.816321,0.700758,0.696974,3.00e-05,3.00e-04
17,0.813284,0.700758,0.697731,3.00e-05,3.00e-04
18,0.814243,0.700758,0.698336,3.00e-05,3.00e-04
19,0.809324,0.700758,0.698820,3.00e-05,3.00e-04
20,0.800031,0.742424,0.707541,3.00e-05,3.00e-04
21,0.804648,0.742424,0.714518,3.00e-05,3.00e-04
22,0.800224,0.742424,0.720099,3.00e-05,3.00e-04
23,0.798449,0.742424,0.724564,3.00e-05,3.00e-04
24,0.795065,0.742424,0.728136,3.00e-05,3.00e-04
25,0.797112,0.615530,0.705615,3.00e-05,3.00e-04
26,0.788963,0.615530,0.687598,3.00e-05,3.00e-04
27,0.795224,0.615530,0.673184,3.00e-05,3.00e-04
28,0.788640,0.615530,0.661654,3.00e-05,3.00e-04
29,0.784330,0.615530,0.652429,3.00e-05,3.00e-04
30,0.777370,0.645833,0.651110,5.00e-05,1.00e-04
31,0.759237,0.645833,0.650055,5.00e-05,1.00e-04
32,0.749131,0.645833,0.649210,2.50e-05,5.00e-05
33,0.734993,0.645833,0.648535,2.50e-05,5.00e-05
34,0.729136,0.645833,0.647995,2.50e-05,5.00e-05
35,0.725838,0.668561,0.652108,2.50e-05,5.00e-05
36,0.722578,0.668561,0.655398,2.50e-05,5.00e-05
37,0.720764,0.668561,0.658031,2.50e-05,5.00e-05
38,0.717239,0.668561,0.660137,2.50e-05,5.00e-05
39,0.714927,0.668561,0.661822,2.50e-05,5.00e-05
40,0.715749,0.645833,0.658624,1.25e-05,2.50e-05
41,0.708256,0.645833,0.656066,1.25e-05,2.50e-05
42,0.707119,0.645833,0.654019,1.25e-05,2.50e-05
43,0.707443,0.645833,0.652382,1.25e-05,2.50e-05
44,0.706998,0.645833,0.651072,1.25e-05,2.50e-05
