epoch,train_loss,val_auc,smooth_auc,lr_backbone,lr_head
0,1.289091,0.545953,0.545953,0.00e+00,1.00e-03
1,1.397910,0.545953,0.545953,0.00e+00,1.00e-03
2,1.485980,0.545953,0.545953,0.00e+00,1.00e-03
3,1.531770,0.545953,0.545953,0.00e+00,1.00e-03
4,1.496918,0.545953,0.545953,0.00e+00,1.00e-03
5,1.243842,0.611797,0.559122,2.00e-06,5.00e-04
6,1.165410,0.611797,0.569657,4.00e-06,5.00e-04
7,1.105071,0.611797,0.578085,6.00e-06,5.00e-04
8,1.065476,0.611797,0.584827,8.00e-06,5.00e-04
9,1.030052,0.611797,0.590221,1.00e-05,5.00e-04
10,1.006720,0.574760,0.587129,1.00e-05,5.00e-04
11,0.990222,0.574760,0.584655,1.00e-05,5.00e-04
12,0.982220,0.574760,0.582676,1.00e-05,5.00e-04
13,0.986529,0.574760,0.581093,1.00e-05,5.00e-04
14,0.964222,0.574760,0.579826,1.00e-05,5.00e-04
15,0.904365,0.685871,0.601035,6.00e-06,3.00e-04
16,0.886703,0.685871,0.618002,1.20e-05,3.00e-04
17,0.874802,0.685871,0.631576,1.80e-05,3.00e-04
18,0.856560,0.685871,0.642435,2.40e-05,3.00e-04
19,0.851103,0.685871,0.651122,3.00e-05,3.00e-04
20,0.846044,0.536351,0.628168,3.00e-05,3.00e-04
21,0.839638,0.536351,0.609805,3.00e-05,3.00e-04
22,0.827480,0.536351,0.595114,3.00e-05,3.00e-04
23,0.830110,0.536351,0.583361,3.00e-05,3.00e-04
24,0.822265,0.536351,0.573959,3.00e-05,3.00e-04
25,0.821781,0.721536,0.603475,3.00e-05,3.00e-04
26,0.822792,0.721536,0.627087,3.00e-05,3.00e-04
27,0.818514,0.721536,0.645977,1.50e-05,1.50e-04
28,0.799746,0.721536,0.661089,1.50e-05,1.50e-04
29,0.781488,0.721536,0.673178,1.50e-05,1.50e-04
30,0.766880,0.650206,0.668584,1.00e-05,1.00e-04
31,0.764610,0.650206,0.664908,2.00e-05,1.00e-04
32,0.755790,0.650206,0.661968,3.00e-05,1.00e-04
33,0.754021,0.650206,0.659615,4.00e-05,1.00e-04
34,0.749576,0.650206,0.657733,5.00e-05,1.00e-04
35,0.747308,0.673525,0.660892,5.00e-05,1.00e-04
36,0.749508,0.673525,0.663419,5.00e-05,1.00e-04
37,0.743923,0.673525,0.665440,2.50e-05,5.00e-05
38,0.733747,0.673525,0.667057,2.50e-05,5.00e-05
39,0.731894,0.673525,0.668351,2.50e-05,5.00e-05
40,0.727340,0.681756,0.671032,2.50e-05,5.00e-05
41,0.723490,0.681756,0.673177,2.50e-05,5.00e-05
42,0.724838,0.681756,0.674892,2.50e-05,5.00e-05
43,0.724059,0.681756,0.676265,2.50e-05,5.00e-05
44,0.723514,0.681756,0.677363,2.50e-05,5.00e-05
45,0.722087,0.681756,0.678242,2.50e-05,5.00e-05
46,0.719276,0.681756,0.678945,2.50e-05,5.00e-05
47,0.719160,0.681756,0.679507,2.50e-05,5.00e-05
48,0.719084,0.681756,0.679957,2.50e-05,5.00e-05
49,0.717638,0.681756,0.680316,2.50e-05,5.00e-05
50,0.718102,0.626886,0.669630,2.50e-05,5.00e-05
51,0.715540,0.626886,0.661082,2.50e-05,5.00e-05
52,0.716734,0.626886,0.654242,2.50e-05,5.00e-05
53,0.714017,0.626886,0.648771,2.50e-05,5.00e-05
54,0.714044,0.626886,0.644394,2.50e-05,5.00e-05
55,0.715459,0.711934,0.657902,2.50e-05,5.00e-05
56,0.713804,0.711934,0.668709,2.50e-05,5.00e-05
57,0.712707,0.711934,0.677354,1.25e-05,2.50e-05
58,0.709250,0.711934,0.684270,1.25e-05,2.50e-05
59,0.707971,0.711934,0.689803,1.25e-05,2.50e-05
60,0.708015,0.644719,0.680786,1.25e-05,2.50e-05
61,0.708242,0.644719,0.673572,1.25e-05,2.50e-05
62,0.707008,0.644719,0.667802,1.25e-05,2.50e-05
63,0.708117,0.644719,0.663185,1.25e-05,2.50e-05
64,0.705066,0.644719,0.659492,1.25e-05,2.50e-05
65,0.705298,0.651578,0.657909,1.25e-05,2.50e-05
66,0.704988,0.651578,0.656643,1.25e-05,2.50e-05
67,0.703509,0.651578,0.655630,6.25e-06,1.25e-05
68,0.703523,0.651578,0.654819,6.25e-06,1.25e-05
69,0.703340,0.651578,0.654171,6.25e-06,1.25e-05
70,0.702882,0.621399,0.647617,6.25e-06,1.25e-05
71,0.700887,0.621399,0.642373,6.25e-06,1.25e-05
72,0.700973,0.621399,0.638178,6.25e-06,1.25e-05
73,0.700924,0.621399,0.634822,6.25e-06,1.25e-05
74,0.701572,0.621399,0.632138,6.25e-06,1.25e-05
75,0.701458,0.589849,0.623680,3.13e-06,6.25e-06
76,0.699620,0.589849,0.616914,3.13e-06,6.25e-06
77,0.699969,0.589849,0.611501,3.13e-06,6.25e-06
78,0.700507,0.589849,0.607171,3.13e-06,6.25e-06
79,0.698806,0.589849,0.603706,3.13e-06,6.25e-06
