epoch,train_loss,val_auc,smooth_auc,lr_backbone,lr_head
0,1.283249,0.680384,0.680384,0.00e+00,1.00e-03
1,1.424199,0.680384,0.680384,0.00e+00,1.00e-03
2,1.496035,0.680384,0.680384,0.00e+00,1.00e-03
3,1.515501,0.680384,0.680384,0.00e+00,1.00e-03
4,1.540490,0.680384,0.680384,0.00e+00,1.00e-03
5,1.220129,0.528121,0.649931,2.00e-06,5.00e-04
6,1.167533,0.528121,0.625569,4.00e-06,5.00e-04
7,1.116528,0.528121,0.606080,6.00e-06,5.00e-04
8,1.056025,0.528121,0.590488,8.00e-06,2.50e-04
9,0.940127,0.528121,0.578014,1.00e-05,2.50e-04
10,0.900164,0.620027,0.586417,1.00e-05,2.50e-04
11,0.877795,0.620027,0.593139,1.00e-05,2.50e-04
12,0.855477,0.620027,0.598517,1.00e-05,2.50e-04
13,0.851730,0.620027,0.602819,1.00e-05,2.50e-04
14,0.842615,0.620027,0.606261,1.00e-05,2.50e-04
15,0.850052,0.584362,0.601881,6.00e-06,3.00e-04
16,0.855979,0.584362,0.598377,1.20e-05,1.50e-04
17,0.817738,0.584362,0.595574,1.80e-05,1.50e-04
18,0.802797,0.584362,0.593332,2.40e-05,1.50e-04
19,0.793549,0.584362,0.591538,3.00e-05,1.50e-04
20,0.782396,0.661180,0.605466,3.00e-05,1.50e-04
21,0.774502,0.661180,0.616609,3.00e-05,1.50e-04
22,0.773937,0.661180,0.625523,3.00e-05,1.50e-04
23,0.773257,0.661180,0.632654,3.00e-05,1.50e-04
24,0.766801,0.661180,0.638359,1.50e-05,7.50e-05
25,0.755491,0.631001,0.636888,1.50e-05,7.50e-05
26,0.748608,0.631001,0.635711,1.50e-05,7.50e-05
27,0.745958,0.631001,0.634769,1.50e-05,7.50e-05
28,0.740917,0.631001,0.634015,1.50e-05,7.50e-05
29,0.744511,0.631001,0.633412,1.50e-05,7.50e-05
30,0.741583,0.641975,0.635125,1.00e-05,1.00e-04
31,0.742978,0.641975,0.636495,2.00e-05,1.00e-04
32,0.741817,0.641975,0.637591,3.00e-05,5.00e-05
33,0.738111,0.641975,0.638468,4.00e-05,5.00e-05
34,0.736027,0.641975,0.639169,5.00e-05,5.00e-05
35,0.734890,0.563786,0.624093,5.00e-05,5.00e-05
36,0.731554,0.563786,0.612031,5.00e-05,5.00e-05
37,0.731908,0.563786,0.602382,5.00e-05,5.00e-05
38,0.730176,0.563786,0.594663,5.00e-05,5.00e-05
39,0.729765,0.563786,0.588488,5.00e-05,5.00e-05
40,0.726110,0.669410,0.604672,2.50e-05,2.50e-05
41,0.720689,0.669410,0.617620,2.50e-05,2.50e-05
42,0.719161,0.669410,0.627978,2.50e-05,2.50e-05
43,0.719496,0.669410,0.636264,2.50e-05,2.50e-05
44,0.715491,0.669410,0.642893,2.50e-05,2.50e-05
45,0.715872,0.632373,0.640789,2.50e-05,2.50e-05
46,0.715694,0.632373,0.639106,2.50e-05,2.50e-05
47,0.714824,0.632373,0.637760,2.50e-05,2.50e-05
48,0.712666,0.632373,0.636682,1.25e-05,1.25e-05
49,0.711878,0.632373,0.635820,1.25e-05,1.25e-05
50,0.711168,0.580247,0.624706,1.25e-05,1.25e-05
51,0.710468,0.580247,0.615814,1.25e-05,1.25e-05
52,0.709529,0.580247,0.608701,1.25e-05,1.25e-05
53,0.708767,0.580247,0.603010,1.25e-05,1.25e-05
54,0.708902,0.580247,0.598457,1.25e-05,1.25e-05
55,0.708013,0.573388,0.593443,1.25e-05,1.25e-05
56,0.707023,0.573388,0.589432,6.25e-06,6.25e-06
57,0.707156,0.573388,0.586224,6.25e-06,6.25e-06
58,0.706830,0.573388,0.583656,6.25e-06,6.25e-06
59,0.706023,0.573388,0.581603,6.25e-06,6.25e-06
60,0.706709,0.609053,0.587093,6.25e-06,6.25e-06
61,0.706476,0.609053,0.591485,6.25e-06,6.25e-06
62,0.705272,0.609053,0.594999,6.25e-06,6.25e-06
63,0.703536,0.609053,0.597810,6.25e-06,6.25e-06
64,0.705605,0.609053,0.600058,3.13e-06,3.13e-06
